,videoId,title,tags,viewCount,likeCount,dislikeCount,commentCount,duration,channelId,date
54,tcd4txbTtAY,"Git Tutorial: Difference between ""add -A"", ""add -u"", ""add ."", and ""add *""","['Git', 'Git add', 'Git tutorial', 'Git tutorials', 'Difference between git add', 'Git command-line', 'Git command line', 'Git terminal', 'Command-line', 'Terminal', 'Command-line Interface (Computing Platform)', 'Software', 'Git Basics', 'Git how-to', 'Git for Beginners', 'Video Tutorial', 'How to', 'How-to', 'Web Development (Interest)', 'Web Dev', 'Software Engineering (Industry)', 'Computer Science (Field Of Study)', 'Programming', 'Version Control']",37459,1150,3,65,PT10M15S,UCCezIgC97PvUuR4_gbFUs5g,2015-09-22T15:00:01Z
55,W8KRzm-HUcc,"Python Tutorial for Beginners 4: Lists, Tuples, and Sets","['Python', 'Python Lists', 'Python Tuples', 'Python Sets', 'Python Data Types', 'Python for Beginners', 'Absolute Beginners', 'Python for Absolute Beginners', 'Python Basics', 'Getting Started with Python', 'Python 3.6', 'Python 36', 'Python 3']",773305,19915,106,869,PT29M5S,UCCezIgC97PvUuR4_gbFUs5g,2017-05-17T17:00:03Z
56,UaKZ4wKytcA,Programming Terms: Idempotence,"['Programming Terms', 'Idempotence', 'Programming Terminology', 'Programming', 'Computer Science', 'Software', 'Python', 'Software Engineering', 'Programming Tutorials', 'Software Development', 'Development', 'Video Tutorial', 'How to', 'How-to', 'Programmer (Profession)']",30951,852,7,30,PT7M27S,UCCezIgC97PvUuR4_gbFUs5g,2015-06-23T17:30:01Z
57,KCVaNb_zOuw,Linux/Mac Terminal Tutorial: How To Use The find Command,"['find', 'find command', 'Linux', 'Mac', 'Linux Terminal', 'Linux find command', 'Linux find', 'Mac find', 'Mac find command', 'Mac Terminal', 'Command Line', 'CLI', 'Command Line find', 'Unix', 'Unix find', 'Unix find command', 'Terminal', 'Command-Line', 'Linux Commands', 'Mac Commands', 'Darwin', 'Command Line Interface', 'How to use find', 'Linux Tutorial', 'Mac Tutorial', 'find tutorial', 'SysAdmin', 'Sys Admin', 'System Administration', 'How-to', 'find linux', 'find command in linux']",120142,4061,17,185,PT17M45S,UCCezIgC97PvUuR4_gbFUs5g,2016-07-27T16:30:01Z
58,vDOVEDl2z84,Customizing Your Terminal: .bash_profile and .bashrc files,"['Terminal', 'Command Line', 'Command-Line', 'Dotfiles', 'bashrc', 'bash_profile', '.bashrc', '.bash_profile', 'Prompt', 'Command Prompt', 'Linux', 'Mac', 'Unix', 'CLI', 'Command Line Interface', 'Terminal Basics', 'Terminal Tutorials', 'source', 'Terminal for Beginners', 'Customize Terminal', 'Mac Terminal', 'Console', 'Linux Console', 'Programming Tutorials', 'SysAdmin', 'Sys Admin', 'Systems Administration', 'How to', 'How-to']",187840,2367,47,146,PT8M20S,UCCezIgC97PvUuR4_gbFUs5g,2016-02-05T17:00:04Z
59,jxmzY9soFXg,"Python Tutorial: Logging Advanced - Loggers, Handlers, and Formatters","['Python', 'Logging', 'Logger', 'Loggers', 'Python Logging', 'Python Loggers', 'Handlers', 'Handler', 'Formatter', 'Logging Module', 'Log Levels', 'Log Files', 'Python for Beginners', 'Programming Tutorials', 'Software Engineering', 'How to', 'How-to', 'Root Logger']",172919,5166,31,192,PT19M47S,UCCezIgC97PvUuR4_gbFUs5g,2017-03-15T16:30:02Z
60,k9TUPpGqYTo,Python Tutorial for Beginners 2: Strings - Working with Textual Data,"['Python', 'Python Strings', 'Python Text', 'Python Print', 'Python Variables', 'Python for Beginners', 'Absolute Beginners', 'Python for Absolute Beginners', 'Python Basics', 'Getting Started with Python', 'Python 3.6', 'Python 36', 'Python 3', 'python tutorial', 'python', 'strings']",871195,20056,101,870,PT21M12S,UCCezIgC97PvUuR4_gbFUs5g,2017-05-17T16:00:04Z
61,9N6a-VLBa2I,Python Tutorial: Working with JSON Data using the json Module,"['json', 'python', 'python json', 'python json tutorial', 'python tutorial', 'json tutorial', 'json file', 'json string', 'python string', 'json parsing', 'parse json', 'json module', 'python json dictionary', 'python json example', 'json api', 'python api', 'json loads', 'json load', 'json dumps', 'json dump', 'python 3.6', 'python 3', 'python (programming language)', 'data', 'tutorial', 'corey schafer']",619273,13760,105,594,PT20M34S,UCCezIgC97PvUuR4_gbFUs5g,2017-11-20T19:00:01Z
62,2Fp1N6dof0Y,Python Tutorial: Calling External Commands Using the Subprocess Module,"['python', 'subprocess', 'python external command', 'python run command', 'python shell', 'python shell command', 'python external program', 'python external process', 'python subprocess', 'python tutorial', 'python (programming language)', 'python programming', 'corey schafer', 'python pipe', 'python popen', 'standard library', 'python 3']",173668,4926,29,295,PT19M1S,UCCezIgC97PvUuR4_gbFUs5g,2019-07-24T17:00:00Z
63,xaWlS9HtWYw,SQL Tutorial for Beginners 1: Installing PostgreSQL and Creating Your First Database,"['SQL (Programming Language)', 'PostgreSQL (Software)', 'SQL', 'Postgres', 'Database (Software Genre)', 'SQL for Beginners', 'SQL Tutorial', 'Postgres Tutorial', 'PostgreSQL Tutorial', 'Install Postgres', 'Install SQL', 'Software (Industry)', 'Database Tutorial', 'Server', 'Web Server', 'Programming', 'Computer Science', 'Programming Tutorials', 'How to', 'How-to', 'Postgres Basics', 'SQL Basics', 'Mac', 'OS X', 'postgresql', 'postgresql tutorial for beginners', 'database']",405744,3331,101,156,PT7M40S,UCCezIgC97PvUuR4_gbFUs5g,2015-10-13T01:00:00Z
64,xqcTfplzr7c,Python Tutorial: Custom Sublime Text Build Systems,"['Python', 'Python Tutorial', 'Sublime Text', 'Build System', 'Build Systems', 'Sublime Text Build Systems', 'Sublime Text Build System', 'Python Sublime', 'Sublime Text Python', 'Python 2', 'Python 3', 'Learn Python', 'Programming', 'Programming Tutorials', 'Software Engineering']",96169,1033,17,143,PT7M56S,UCCezIgC97PvUuR4_gbFUs5g,2016-02-18T17:30:00Z
65,IGH4-ZhfVDk,Programming Terms: DRY (Don't Repeat Yourself),"['Programming', 'Programming Terms', 'Software', 'Software Engineering', ""Don't Repeat Yourself"", 'DRY', 'Software Development', 'Video Tutorial', 'Computer Science', 'How to', 'How-to', 'Development', 'Technology', 'Programming Terminology', 'Terminology']",29905,828,5,19,PT7M52S,UCCezIgC97PvUuR4_gbFUs5g,2015-06-16T17:00:00Z
66,DjEuROpsvp4,Setting up a Python Development Environment in Atom,"['Atom', 'Python', 'Atomio', 'Python Atom', 'Development Environment', 'Dev Environment', 'GitHub', 'Atom Packages', 'Programming Tutorials', 'Python Tutorial', 'Atom Tutorial', 'Software Engineering', 'How to', 'How-to', 'PreDawn']",536200,8462,147,645,PT23M1S,UCCezIgC97PvUuR4_gbFUs5g,2017-02-15T17:00:02Z
67,nghuHvKLhJA,Python Quick Tip: F-Strings - How to Use Them and Advanced String Formatting,"['python', 'f-string', 'fstring', 'f string', 'python f-string', 'python fstring', 'python f string', 'python strings', 'python string formatting', 'python tutorial', 'string formatting', 'python (programming language)', 'python 3', 'python format', 'corey schafer', 'f-strings', 'f strings', 'fstrings']",101724,4097,27,180,PT13M43S,UCCezIgC97PvUuR4_gbFUs5g,2018-07-12T17:00:04Z
68,IEEhzQoKtQU,Python Threading Tutorial: Run Code Concurrently Using the Threading Module,"['python', 'threading', 'python threads', 'concurrent.futures', 'concurrent futures', 'threadpoolexecutor', 'thread pool', 'data science', 'concurrent', 'concurrency', 'multiprocessing', 'parallel', 'python tutorial', 'python multithreading', 'python tutorials', 'python (programming language)', 'multithreading in python', 'corey schafer', 'python threading']",359342,10871,70,534,PT36M5S,UCCezIgC97PvUuR4_gbFUs5g,2019-09-12T14:30:01Z
69,APOPm01BVrk,Python Tutorial: VENV (Windows) - How to Use Virtual Environments with the Built-In venv Module,"['python', 'python venv', 'venv', 'virtualenv', 'python virtualenv', 'python virtual environments', 'virtual environment', 'python packages', 'python tutorial', 'python 3', 'corey schafer', 'python programming', 'python tutorials', 'virtual environments']",248865,6276,57,395,PT17M10S,UCCezIgC97PvUuR4_gbFUs5g,2019-04-02T15:30:01Z
70,U2ZN104hIcc,Python Tutorial: pip - An in-depth look at the package management system,"['Python (Programming Language)', 'Pip', 'Python', 'Programming Language (Software Genre)', 'Python Packages', 'Package Manager', 'Programming', 'Computer Science', 'Video Tutorial', 'How to', 'How-to', 'Software', 'Software Engineering', 'Development', 'Web Development', 'Web Dev', 'Python pip', 'Technology', 'Python Tutorial', 'Python Tutorials']",169243,2664,35,148,PT9M6S,UCCezIgC97PvUuR4_gbFUs5g,2015-04-16T15:33:57Z
71,VGgTmxXp7xQ,Linux/Mac Terminal Tutorial: The Grep Command - Search Files and Directories for Patterns of Text,"['grep', 'linux grep command', 'linux grep tutorial', 'linux grep', 'how to grep in linux', 'how to grep on mac', 'grep tutorial', 'grep tutorial linux', 'grep tutorial mac', 'linux', 'terminal', 'linux search', 'terminal search', 'command line', 'command-line', 'unix', 'cli', 'corey schafer', 'sys admin', 'system administrator', 'system administrator tutorial']",185295,5120,36,181,PT20M16S,UCCezIgC97PvUuR4_gbFUs5g,2018-03-07T17:30:01Z
72,0q8spKeh1Kc,Programming Terms: String Interpolation,"['Programming Terms', 'Programming Terminology', 'Programming', 'Computer Science', 'Software', 'Python', 'Software Engineering', 'Programming Tutorials', 'String Interpolation', 'Software Development', 'Video Tutorial', 'How to', 'How-to', 'Development']",20718,710,5,37,PT6M20S,UCCezIgC97PvUuR4_gbFUs5g,2015-06-22T17:30:01Z
73,sa-TUpSx1JA,Regular Expressions (Regex) Tutorial: How to Match Any Pattern of Text,"['regular expressions', 'regex', 'regular expression', 'regexs', 'regexp', 'rational expression', 'computer science', 'python', 'java', 'javascript', 'programming', 'string', 'strings', 'text', 'pattern matching', 'match patterns', 'python re', 'javascript regular expressions', 'java regular expressions', 'python regular expressions', 'corey schafer', 'software engineering', 'tutorial']",780190,24803,170,1578,PT37M55S,UCCezIgC97PvUuR4_gbFUs5g,2017-10-05T16:30:01Z
74,ZyhVh-qRZPA,Python Pandas Tutorial (Part 1): Getting Started with Data Analysis - Installation and Loading Data,"['pandas', 'python', 'python pandas tutorial', 'python pandas data analysis', 'data science', 'data analysis', 'data analytics', 'pandas installation', 'pandas tutorial', 'how to use pandas', 'dataframe', 'series', 'corey schafer', 'pandas library', 'pd', 'python data science', 'python csv', 'pandas csv', 'jupyter', 'jupyter notebook', 'numpy', 'python data science tutorial', 'python (programming language)', 'python tutorial', 'python programming']",429496,8605,64,385,PT23M1S,UCCezIgC97PvUuR4_gbFUs5g,2020-01-09T14:00:08Z
75,DZwmZ8Usvnk,"Python Tutorial for Beginners 6: Conditionals and Booleans - If, Else, and Elif Statements","['Python', 'If else', 'if elif else', 'Python Conditionals', 'Python Conditional', 'Boolean', 'Python Booleans', 'Python if else', 'Python if elif else', 'True False', 'Python Control Flow', 'Control Flow', 'Switch Case', 'Python Switch Case', 'Python for Beginners', 'Absolute Beginners', 'Python for Absolute Beginners', 'Python Basics', 'Getting Started with Python', 'Python 3.6', 'Python 36', 'Python 3', 'elif', 'if else python', 'if statement condition booleon python', 'python conditional statements', 'python tutorial']",353545,9158,55,340,PT16M28S,UCCezIgC97PvUuR4_gbFUs5g,2017-05-17T18:00:00Z
76,OPUP4ghN9oo,"Big Announcements, Video Updates, and Future Plans","['python', 'youtube', 'corey schafer', 'channel update', 'patreon', 'programming tutorials', 'software engineering', 'computer science', 'face reveal', 'coreyms', 'brilliant']",51593,5588,8,775,PT8M17S,UCCezIgC97PvUuR4_gbFUs5g,2018-06-26T17:45:00Z
77,Uh2ebFW8OYM,Python Tutorial: File Objects - Reading and Writing to Files,"['Python', 'Python Files', 'File io', 'Python File io', 'Python Read File', 'Python Write File', 'Read File', 'Write File', 'File', 'Files', 'Python File i/o', 'File i/o', 'Python File Read', 'Python File Write', 'Copy File', 'Python Tutorial', 'Python Tutorials', 'file i/o tutorial', 'Learn Python', 'Python open', 'Context Manager', 'Context Managers', 'Python for Beginners', 'Programming Tutorials', 'Software Engineering', 'open file', 'Python open file']",1060746,14896,215,777,PT24M33S,UCCezIgC97PvUuR4_gbFUs5g,2016-04-29T16:00:03Z
78,xzgwDbe7foQ,How to Run Linux/Bash on Windows 10 Using the Built-In Windows Subsystem for Linux,"['windows', 'linux', 'linux on windows', 'bash', 'bash on windows', 'windows 10', 'windows subsystem for linux', 'subsystem', 'corey schafer', 'grep', 'ubuntu', 'subsystem for linux', 'windows linux', 'windows bash', 'command-line', 'command line', 'windows command prompt', 'windows command line tutorial']",347915,7246,125,490,PT14M31S,UCCezIgC97PvUuR4_gbFUs5g,2018-02-21T17:30:02Z
79,6tNS--WetLI,Python Tutorial: Unit Testing Your Code with the unittest Module,"['python', 'python tutorial', 'unit test', 'unittest', 'unit testing', 'python unittest', 'python unit testing', 'python unit test', 'how to write unit tests', 'testing', 'python for beginners', 'python 3', 'corey schafer', 'python (programming language)', 'python 3.6', 'python programming', 'unittest module']",602627,12955,71,501,PT39M13S,UCCezIgC97PvUuR4_gbFUs5g,2017-08-16T16:00:01Z
80,HW29067qVWk,"Jupyter Notebook Tutorial: Introduction, Setup, and Walkthrough","['Python', 'Jupyter', 'Jupyter Notebook', 'Jupyter Notebooks', 'Python Jupyter', 'Data Science', 'Anaconda', 'conda', 'Jupyter Install', 'Jupyter Introduction', 'Python Data Science', 'IPython', 'Python IPython', 'IPython Notebook', 'IPython Notebooks', 'Python for Beginners', 'Programming Tutorials', 'Python Tutorials', 'Software Engineering', 'How to', 'How-to', 'LIGO', 'Laser Interferometer Gravitational-Wave Observatory']",1286190,21175,233,779,PT30M21S,UCCezIgC97PvUuR4_gbFUs5g,2016-09-22T16:30:00Z
81,1iPs43TppOY,JavaScript Tutorial: Run JavaScript in Sublime Text with a NodeJS Build System,"['JavaScript', 'JavaScript Tutorial', 'JavaScript Sublime Text', 'Sublime Text', 'Sublime Text Build System', 'JavaScript Build System', 'Run JavaScript', 'JavaScript No Browser', 'Node', 'Nodejs', 'Programming Tutorial', 'Programming']",119398,968,45,111,PT4M10S,UCCezIgC97PvUuR4_gbFUs5g,2016-02-18T18:00:00Z
82,44PvX0Yv368,Python Flask Tutorial: Full-Featured Web App Part 5 - Package Structure,"['python', 'flask', 'flask tutorial', 'flask package', 'flask package structure', 'python package', 'python package structure', 'python flask tutorial', 'python flask tutorial for beginners', 'flask tutorial for beginners', 'python web', 'python web framework', 'web framework', 'flask web framework', 'corey schafer', 'python framework', 'python flask', 'python tutorial', 'python (programming language)', 'web development']",214570,5777,24,421,PT20M38S,UCCezIgC97PvUuR4_gbFUs5g,2018-05-04T19:33:33Z
83,o78WQr_kYSk,Paver Patio Time Lapse,"['Patio', 'Paver Patio', 'DIY', 'How-to', 'Yard', 'Time-lapse', 'Time Lapse', 'Do it yourself', 'Home Improvement', 'Time-lapse Photography', 'How to', 'Make', 'Build', 'Project', 'Backyard Project', 'Pergola', 'Brick Patio', 'Deck', 'Stone', 'Stone Patio']",21735,533,4,29,PT1M4S,UCCezIgC97PvUuR4_gbFUs5g,2014-11-07T04:32:16Z
84,1PkNiYlkkjo,Python Django Tutorial: Full-Featured Web App Part 4 - Admin Page,"['python', 'django', 'django 2', 'django 2.0', 'django 2.1', 'django version 2', 'python django 2', 'django tutorial', 'python django tutorial', 'admin page', 'django admin', 'django admin page', 'django administration page', 'createsuperuser', 'corey schafer', 'django tutorial for beginners', 'python programming']",275691,8971,20,269,PT9M,UCCezIgC97PvUuR4_gbFUs5g,2018-08-31T18:45:02Z
85,1PkNiYlkkjo,Python Django Tutorial: Full-Featured Web App Part 4 - Admin Page,"['python', 'django', 'django 2', 'django 2.0', 'django 2.1', 'django version 2', 'python django 2', 'django tutorial', 'python django tutorial', 'admin page', 'django admin', 'django admin page', 'django administration page', 'createsuperuser', 'corey schafer', 'django tutorial for beginners', 'python programming']",275691,8971,20,269,PT9M,UCCezIgC97PvUuR4_gbFUs5g,2018-08-31T18:45:02Z
86,tb8gHvYlCFs,"Python Requests Tutorial: Request Web Pages, Download Images, POST Data, Read JSON, and More","['python', 'requests', 'python requests', 'requests tutorial', 'using requests', 'learn requests', 'HTTP', 'HTTP requests', 'GET', 'POST', 'PUT', 'DELETE', 'web scraping', 'download image', 'API', 'APIs', 'JSON', 'requests library', 'log in', 'login', 'basic auth', 'basic authentication', 'python 3', 'python tutorial', 'python programming', 'corey schafer', 'how to use requests', 'request']",468139,10275,77,417,PT25M1S,UCCezIgC97PvUuR4_gbFUs5g,2019-02-26T15:45:00Z
87,r3R3h5ly_8g,Python Tutorial: Sets - Set Methods and Operations to Solve Common Problems,"['python', 'set', 'sets', 'python set', 'python sets', 'set methods', 'set operations', 'discrete math', 'discrete mathematics', 'set theory', 'set intersection', 'set difference', 'python tutorial', 'sets in python', 'python (programming language)', 'programming tutorial', 'corey schafer', 'python data types', 'python data structures']",72384,2484,18,149,PT18M34S,UCCezIgC97PvUuR4_gbFUs5g,2018-06-20T16:45:00Z
88,lE6Y6M9xPLw,Quickest and Easiest Way to Run a Local Web-Server,"['Web Server', 'Web-Server', 'Local Web Sever', 'Local Web-Server', 'Python SimpleHTTPServer', 'Python', 'SimpleHTTPServer', 'MAMP', 'Web Development', 'Web Dev', 'Web Design', 'Python Tutorials', 'Python Tutorial', 'How to run a local web server', 'How to run a local web-server', 'MAMP Alternatives', 'WAMP', 'XAMPP', 'Python (Programming Language)', 'Programming', 'Programming Tutorials', 'Computer Science', 'How to', 'How-to']",73941,740,27,61,PT3M53S,UCCezIgC97PvUuR4_gbFUs5g,2015-08-10T17:00:01Z
89,C-gEQdGVXbk,10 Python Tips and Tricks For Writing Better Code,"['python', 'python tips and tricks', 'python programming', 'python tutorial', 'ternary operator', 'python ternary operator', 'python ternary', 'ternary conditional', 'python underscore', 'context manager', 'enumerate', 'python enumerate', 'python zip', 'python zip function', 'python unpacking', 'python setattr', 'python getattr', 'python dash m', 'python -m', 'python help function', 'python dir function', 'skillshare', 'skillshare.com', 'clean code', 'how to write clean code', 'corey schafer', 'pythonic']",949411,29660,264,866,PT39M21S,UCCezIgC97PvUuR4_gbFUs5g,2019-03-25T17:30:00Z
90,K8L6KVGG-7o,Python Tutorial: re Module - How to Write and Match Regular Expressions (Regex),"['python', 'regular expressions', 'regex', 're module', 'python re', 'python regular expressions', 'python re module', 'python regex', 'python regex module', 'regular expression', 're', 'python tutorial', 'python 3.6', 'corey schafer', 'programming tutorials', 'python programming', 'match patterns', 'software engineering']",589902,15905,92,905,PT53M18S,UCCezIgC97PvUuR4_gbFUs5g,2017-10-24T16:30:00Z
91,D3JvDWO-BY4,"Python Tutorial: Sorting Lists, Tuples, and Objects","['Python (Programming Language)', 'Python Tutorial', 'Python Sorting', 'Sorting in Python', 'Python Sort', 'Sorting Algorithm', 'List', 'Tuple', 'Object', 'Sort List', 'Sort Tuple', 'Sort Object', 'Custom Sort', 'Python for Beginners', 'Learn Python', 'Programming', 'Computer Science', 'Programming Tutorials', 'Software Engineering (Industry)', 'Python List', 'Python Tuple', 'python sort list', 'python']",178463,3569,29,188,PT12M7S,UCCezIgC97PvUuR4_gbFUs5g,2015-12-15T16:30:01Z
92,uVNfQDohYNI,Python Flask Tutorial: Full-Featured Web App Part 12 - Custom Error Pages,"['python', 'flask', 'flask tutorial', 'error pages', 'flask error', 'flask error pages', 'flask error handling', 'flask app_errorhandler', 'flask errorhandler', 'flask 404', 'flask 403', 'flask 500', 'custom error pages', 'python flask tutorial', 'flask tutorial for beginners', 'web framework', 'flask web framework', 'python web application', 'python web framework', 'corey schafer', 'python (programming language)', 'web development', 'error handling', 'python tutorial']",69803,2169,2,261,PT12M45S,UCCezIgC97PvUuR4_gbFUs5g,2018-05-04T21:03:02Z
93,zDYL22QNiWk,Python Tutorial: Pipenv - Easily Manage Packages and Virtual Environments,"['python', 'pipenv', 'python pipenv', 'pipenv install', 'pipenv tutorial', 'pipenv vs virtualenv', 'python tutorial', 'pip env', 'virtualenv', 'venv', 'conda', 'python virtual environment', 'python virtual environments', 'python 3', 'corey schafer', 'virtual environment', 'virtual environments', 'python packages', 'python programming', 'python package manager']",124651,3516,23,240,PT32M29S,UCCezIgC97PvUuR4_gbFUs5g,2018-10-17T18:30:00Z
94,fKl2JW_qrso,Python Multiprocessing Tutorial: Run Code in Parallel Using the Multiprocessing Module,"['python', 'multiprocessing', 'python multiprocessing', 'parallel', 'python parallel', 'concurrent.futures', 'concurrent futures', 'processpoolexecutor', 'process pool', 'data science', 'concurrent', 'parallelism', 'threading', 'concurrency', 'python tutorial', 'multiprocessing in python', 'corey schafer']",331108,10008,69,667,PT44M15S,UCCezIgC97PvUuR4_gbFUs5g,2019-09-20T18:20:41Z
95,bkpLhQd6YQM,Python Tutorial: Real World Example - Parsing Names From a CSV to an HTML List,"['python', 'python 3', 'python 3.6', 'python programming', 'python tutorial', 'python csv', 'python parsing', 'python html', 'HTML', 'csv', 'python automate', 'python (programming language)', 'comma-separated values (file format)', 'python for beginners', 'python basics', 'automate the boring stuff', 'python csv module']",113812,2590,12,128,PT18M48S,UCCezIgC97PvUuR4_gbFUs5g,2017-07-26T16:00:05Z
96,mJokZMWnyGY,Python: Ex Machina Easter Egg - Hidden Message within the Code,"['Ex Machina', 'Easter Egg', 'Python (Programming Language)', 'Hidden Message', 'Python', 'Movie', 'Python Tutorial', 'Programming', 'Programming Tutorials', 'Computer Science', 'Software', 'Software Engineering', 'Development', 'Code', 'EX Machina (Film)', 'Ex Machina Movie', 'ex machina easter egg', 'ex machina coding scene', 'ex machina python', 'ex machina code', 'ex machina easter eggs']",24334,597,3,17,PT2M3S,UCCezIgC97PvUuR4_gbFUs5g,2015-10-23T15:30:00Z
97,KzqSDvzOFNA,Python Tutorial: Generate Random Numbers and Data Using the random Module,"['python', 'random', 'python random', 'random module', 'python random module', 'random number generator', 'generate random numbers', 'generate random data', 'generate random values', 'random data', 'random values', 'random numbers', 'python (programming language)', 'python 3', 'python 3.6', 'python programming', 'python tutorial', 'python for beginners', 'numbers']",265598,6130,66,344,PT13M37S,UCCezIgC97PvUuR4_gbFUs5g,2017-08-29T17:00:01Z
98,NDFbXIiqT4o,Setting up a Python Development Environment in Eclipse,"['Python (Programming Language)', 'Eclipse (Software)', 'Integrated Development Environment (Software Genre)', 'PyDev', 'Py Dev', 'Python Development Environment', 'Python IDE', 'PyCharm', 'Python Eclipse', 'Eclipse Python', 'Python Tutorial', 'Python Tutorials', 'Eclipse Setup', 'Installing Eclipse', 'Python', 'Programming', 'Programming Tutorials', 'Computer Science', 'Software Engineering', 'Programming Language (Software Genre)']",154677,1186,30,109,PT16M35S,UCCezIgC97PvUuR4_gbFUs5g,2015-10-25T16:30:00Z
99,-FPVPcq28r4,SQL Tutorial for Beginners 4: SELECT - Retrieving Records from Your Database,"['SQL (Programming Language)', 'SQL', 'SQL SELECT', 'SELECT', 'SQL WHERE', 'SQL ORDER BY', 'PostgreSQL (Software)', 'PostgreSQL', 'Postrges', 'SQL Tutorial', 'SQL Basics', 'SQL for Beginners', 'PostgreSQL Tutorial', 'PostgreSQL Basics', 'PostgreSQL for Beginners', 'Postgres Tutorial', 'Postgres Basics', 'Postgres for Beginners', 'Database', 'Database Select', 'Database Order By', 'Database Tutorials', 'Server', 'Programming', 'Computer Science', 'Programming Tutorials', 'How to', 'How-to', 'sql tutorial for beginners']",66517,963,9,17,PT7M15S,UCCezIgC97PvUuR4_gbFUs5g,2015-10-27T15:30:02Z
100,w4HEVY_GjqY,SQL Tutorial for Beginners 2: Creating Your First Table,"['SQL (Programming Language)', 'PostgreSQL', 'PostgreSQL (Software)', 'SQL', 'SQL Tutorial', 'SQL Basics', 'SQL for Beginners', 'Postgres Tutorial', 'Postgres Basics', 'Postgres for Beginners', 'PostgreSQL Tutorial', 'PostgreSQL Basics', 'PostgreSQL for Beginners', 'Create Table', 'SQL Create Table', 'Database', 'Database Tutorials', 'Database Tutorial', 'Server', 'Programming', 'Computer Science', 'Programming Tutorials', 'How to', 'How-to', 'Software (Industry)', 'Mac', 'OS X', 'sql tutorial for beginners']",128554,1240,18,40,PT6M45S,UCCezIgC97PvUuR4_gbFUs5g,2015-10-13T01:30:00Z
101,xFciV6Ew5r4,Setting up a Python Development Environment in Sublime Text,"['Sublime Text', 'Sublime', 'SublimeText', 'Python', 'Python Sublime Text', 'Sublime Text Sublime', 'Package Control', 'Install', 'Development Environment', 'Dev Environment', 'Development', 'Anaconda', 'Programming Tutorials', 'Python Tutorial', 'Software Engineering', 'How to', 'How-to', 'Sublime Text Tutorial', 'Predawn', 'Material Theme']",782492,10198,235,836,PT26M3S,UCCezIgC97PvUuR4_gbFUs5g,2017-02-15T17:00:07Z
102,th5_9woFJmk,Python YouTube API Tutorial: Getting Started - Creating an API Key and Querying the API,"['python', 'youtube api', 'youtube-api', 'python youtube', 'google-api-python-client', 'youtube data api', 'youtube', 'python automate', 'automate the boring stuff', 'python api', 'python tutorial', 'corey schafer', 'data science', 'data analysis', 'python web api', 'python automation', 'python real world examples', 'api tutorial', 'application programming interface']",86602,3300,20,273,PT20M49S,UCCezIgC97PvUuR4_gbFUs5g,2020-05-29T16:17:07Z
103,vTX3IwquFkc,"Python Tutorial: String Formatting - Advanced Operations for Dicts, Lists, Numbers, and Dates","['Python', 'Python Tutorial', 'String Formatting', 'Format', 'Python Strings', 'Python print', 'Python Format', 'format', 'print', 'Interpolation', 'String Interpolation', 'Python String Interpolation', 'Learn Python', 'Logging', 'Python Logging', 'Python Placeholders', 'Programming Tutorials', 'Software Engineering']",215527,4296,50,181,PT13M53S,UCCezIgC97PvUuR4_gbFUs5g,2016-03-10T17:30:00Z
104,C3Z9lJXI6Qw,Python Coding Problem: Creating Your Own Iterators,"['python', 'iterator', 'iterable', 'iteration', 'coding problem', 'python iterator', 'python iterable', 'python iteration', 'iterator vs iterable', 'python iterator vs iterable', 'python iterators', 'python iterators and generators', 'python generator', 'python generators', 'python tutorial', 'corey schafer', 'python programming', 'python coding challenge', 'python coding problems', 'python coding problem']",39374,1868,4,195,PT13M47S,UCCezIgC97PvUuR4_gbFUs5g,2018-10-24T16:00:00Z
105,pd-0G0MigUA,"Python SQLite Tutorial: Complete Overview - Creating a Database, Table, and Running Queries","['Python', 'SQLite', 'SQLite3', 'SQLLite', 'SQL', 'SQLite Tutorial', 'Python sqlite', 'sqlite module', 'Python Standard Library', 'SQLite Introduction', 'SQLite Beginners', 'SQLite Basics', 'Python Tutorial', 'Software Engineering', 'Python Database', 'Database', 'SQLite Database', 'sqlite python', 'python sqlite3']",580206,10208,100,482,PT29M49S,UCCezIgC97PvUuR4_gbFUs5g,2017-04-18T16:00:05Z
106,CqvZ3vGoGs0,Python Tutorial for Beginners 9: Import Modules and Exploring The Standard Library,"['Python', 'Python Import', 'sys.path', 'Standard Library', 'Python Standard Library', 'Python sys.path', 'ModuleNotFoundError', 'Python Import Module', 'Import Module', 'Module Import', 'Python for Beginners', 'Absolute Beginners', 'Python for Absolute Beginners', 'Python Basics', 'Getting Started with Python', 'Python 3.6', 'Python 36', 'Python 3', 'python', 'python tutorial', 'python import', 'python tutorial for beginners', 'python modules', 'PYTHONPATH', 'pythonpath']",511726,11280,93,493,PT21M57S,UCCezIgC97PvUuR4_gbFUs5g,2017-05-17T19:30:00Z
